9813580,11342777,16593775,14558861,4659384,10476211,1389258,9667203,4111688,12309926,16666795,4165861,13708063,15246984,14040564,4224746,13926454,14838195,10429906,3414749,6249448,0.0
14806485,8089763,15406652,4578000,16763987,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,11529805,9295297,10527754,14838195,10429906,1490503,6249448,1.0
14806485,10904860,3765551,7956724,10331003,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,8072462,10527754,11253071,10429906,1490503,9390585,0.0
873883,7025534,11162027,5081117,7865593,10476211,9995974,8590373,747293,1324545,16666795,11833049,13708063,15246984,11529805,1359224,15581831,14838195,10429906,2976405,6249448,0.0
3675724,9099063,15263659,8502277,3719281,10476211,1848251,15743460,14643298,12309926,16666795,4165861,467287,4463261,11529805,2989699,6696425,14838195,10429906,6797920,6249448,0.0
5543966,3375125,13641687,11116935,16469600,10476211,14415544,3700003,10328386,11976629,16496373,4165861,467287,15246984,4623810,5080530,16493076,2769126,10429906,1490503,9390585,0.0
14806485,13119330,5171644,3543442,433552,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,2572724,10527754,10563549,10429906,1490503,9390585,0.0
5543966,4351867,13641687,11116935,6888196,10476211,12158776,2827247,164794,11976629,16496373,4165861,467287,15246984,4623810,1359224,4296064,2769126,10429906,2976405,9390585,1.0
14806485,12064054,3893220,13295354,13854973,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,14040564,8072462,10527754,14838195,10429906,2976405,6249448,0.0
11865704,1324607,8547344,13311729,4108315,10476211,10084081,3076850,747293,12309926,16666795,11833049,13708063,15246984,11529805,12934209,14663514,14838195,10429906,2976405,6249448,0.0
11865704,12458691,15201842,828453,7039184,10476211,1084153,15462201,747293,11976629,5996395,11833049,13708063,15246984,4623810,8072462,10527754,6424259,10429906,3414749,3203095,0.0
9702206,2296560,16737241,4370526,4562506,10476211,1105934,14277756,16196343,1324545,5996395,4165861,13708063,15246984,11529805,9295297,15581831,14838195,10429906,2976405,6249448,0.0
14806485,13119330,6336829,6832849,6001200,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,11529805,12934209,10527754,14838195,10429906,2976405,6249448,0.0
14806485,13119330,1829082,1332977,6624809,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,8072462,10527754,1569551,10429906,3414749,9390585,0.0
9813580,43732,11823417,2035468,16436077,10476211,4575269,8763660,12695905,14792673,16666795,4165861,13708063,15246984,14040564,9295297,8902441,14838195,10429906,10595892,6249448,0.0
16124290,10495436,105320,15219853,306457,10476211,9087091,4815042,10851822,12309926,5996395,4165861,13708063,15246984,4623810,1359224,14873542,15557689,10429906,12698718,9390585,0.0
873883,4047480,16469518,12115082,5350683,10476211,5268516,14797279,747293,12309926,5996395,11833049,13708063,15246984,4623810,5080530,10527754,6672882,10429906,1728436,9390585,0.0
11865704,12458691,3817150,4623244,7660852,10476211,12460046,14275931,747293,11976629,5996395,11833049,13708063,15246984,4623810,4763668,4296064,3964922,10429906,2976405,9390585,0.0
4559043,768816,6270204,15870621,2462124,10476211,721150,15743460,7874144,16035606,5996395,4165861,467287,4463261,4623810,2989699,11612700,6922424,10429906,2976405,9390585,0.0
14806485,13119330,1829082,15885728,13819895,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,8072462,10527754,16103462,10429906,3414749,9390585,0.0
5543966,6097217,4877273,1349327,10811873,10476211,11919744,3237442,14834343,11976629,16496373,4165861,13708063,15246984,14040564,9295297,6696425,14838195,10429906,2976405,6249448,1.0
11865704,5910515,6270204,15870621,5397835,10476211,3675462,15743460,16099594,12309926,16666795,4165861,467287,4463261,4623810,2989699,4296064,6922424,10429906,3414749,9390585,0.0
14404691,7171680,12026264,8204946,11688211,10476211,14838482,9733478,2804376,16035606,5603507,4165861,13708063,4463261,4623810,6243256,4296064,3167117,10429906,12698718,3203095,0.0
11865704,6951695,6500785,7478741,5769695,10476211,3064565,3807240,747293,11976629,5996395,11833049,13708063,15246984,4623810,5080530,4296064,2585374,10429906,1728436,9390585,0.0
14806485,1093535,11462854,14907183,13913898,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,14040564,4763668,10527754,14838195,10429906,2976405,6249448,0.0
4496190,12610132,4877273,1349327,3384612,6517258,13827767,5117986,2051362,14792673,16666795,4165861,13708063,15246984,14040564,9295297,10527754,14838195,10429906,1490503,6249448,0.0
9702206,5507990,4858588,5659889,2150662,10476211,2750936,15022327,1055929,1324545,5603507,4165861,13708063,15246984,14040564,9295297,4296064,14838195,10429906,2976405,6249448,0.0
14806485,8089763,4341171,10937731,13942766,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,9295297,10527754,4921093,10429906,1490503,9390585,0.0
13681382,13210628,1842487,12497137,3798566,10476211,1473356,15008815,10763031,1324545,16666795,4165861,467287,15246984,11529805,9295297,16413053,14838195,10429906,2976405,6249448,0.0
14806485,3287865,2647606,8024542,1973366,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,11529805,9295297,10527754,14838195,10429906,2976405,6249448,1.0
4559043,5007274,6270204,337852,4620092,10476211,9148298,3074022,13605682,12309926,5603507,4165861,467287,4463261,4623810,2989699,11612700,16669714,10429906,10595892,9390585,0.0
14806485,7370627,56363,9584203,15139179,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,2637656,10527754,10413783,10429906,2976405,9390585,0.0
13681382,4755839,1842487,12497137,3798566,10476211,6286524,6290162,4025367,1324545,16666795,4165861,13708063,15246984,11529805,11108772,4296064,14838195,10429906,1490503,6249448,0.0
13681382,7307804,1842487,12497137,3798566,10476211,2647184,6937926,164794,1324545,16666795,4165861,467287,15246984,11529805,11108772,10527754,14838195,10429906,1490503,6249448,1.0
15049450,12402788,11722646,9470895,614250,10476211,5488601,15067012,9041555,15960507,16666795,4165861,13708063,4463261,4623810,2989699,11612700,638373,10429906,1728436,9390585,0.0
11865704,7865190,3396257,11356083,15560043,10476211,4781989,14986023,8517308,15960507,5996395,4165861,13708063,4463261,14040564,2989699,14663514,14838195,10429906,2976405,6249448,0.0
12222926,9602631,11712323,12944952,11101747,10476211,5733470,15564592,7016733,12309926,16666795,4165861,467287,4463261,11529805,10851209,13742604,14838195,10429906,3414749,6249448,0.0
5543966,10643473,3420016,11210526,4797108,10476211,15716842,1721660,13369047,12309926,16496373,4165861,13708063,15246984,4623810,1359224,4296064,15237681,10429906,1490503,7580604,1.0
4496190,12118406,15337701,10658563,2962675,10476211,6023709,16683236,16556369,15739950,16666795,4165861,467287,4463261,11529805,2989699,4296064,14838195,10429906,2976405,6249448,0.0
13681382,10668233,3816711,12335275,7145437,10476211,14265297,5147386,15159306,1324545,16666795,4165861,13708063,15246984,11529805,6243256,4296064,14838195,10429906,1728436,6249448,0.0
11865704,14932419,11593518,7287359,3154486,10476211,5168238,15067012,8948439,12309926,16666795,4165861,13708063,4463261,14040564,2989699,6696425,14838195,10429906,2976405,6249448,0.0
