4559043,4371401,15263659,8502277,3719281,10476211,11593990,15743460,5544523,12309926,5996395,4165861,467287,4463261,11529805,2989699,9777871,14838195,10429906,2976405,6249448,0.0
14806485,7370627,13175388,3658054,7720990,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,12934209,10527754,2988854,10429906,2976405,9390585,0.0
14806485,2709374,7822819,10671384,3408105,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,11529805,9295297,10527754,14838195,10429906,1728436,6249448,0.0
14806485,7370627,2075988,5488656,5131804,10476211,3241543,7947176,747293,1324545,16666795,11833049,13708063,15246984,4623810,8072462,10527754,3898696,10429906,2976405,9390585,0.0
13022152,7383710,10553581,4027575,3309310,10476211,13141361,9465201,747293,12309926,5603507,11833049,13708063,15246984,4623810,8072462,8349301,791374,10429906,1728436,9390585,0.0
12150172,8933745,10629323,1598768,10760431,10476211,928438,8561756,9101841,12309926,5603507,4165861,13708063,15246984,4623810,9295297,11612700,5640316,10429906,2976405,9390585,0.0
13681382,5512851,14665516,435027,1319576,10476211,14092176,4535173,14623416,1324545,16666795,4165861,13708063,15246984,11529805,6243256,8349301,14838195,10429906,2976405,6249448,0.0
11865704,3333652,15406652,13053058,3992718,10476211,1552104,13637794,4538553,15960507,16666795,4165861,13708063,4463261,4623810,2989699,4296064,9209209,10429906,1728436,9390585,0.0
11865704,6314264,15263659,8502277,3719281,10476211,2271050,15743460,2322420,12309926,16666795,4165861,467287,4463261,11529805,2989699,8349301,14838195,10429906,2976405,6249448,0.0
9482573,8757704,16456049,7122587,7359469,10476211,1763373,2273881,15505837,12309926,16666795,4165861,13708063,4463261,4623810,2989699,4296064,7629364,10429906,12698718,9390585,0.0
3675724,16381631,1045539,15749127,5554737,10476211,16530187,15743460,14643298,12309926,16666795,4165861,467287,4463261,4623810,2989699,4296064,11894959,10429906,2976405,9390585,0.0
6848482,15270951,3587281,4251918,8701160,10476211,12918956,9267699,747293,1324545,16666795,11833049,13708063,15246984,11529805,8072462,16493076,14838195,10429906,2976405,6249448,0.0
873883,15124768,2790346,15087452,15129814,10476211,8372476,3076850,747293,11976629,5996395,11833049,13708063,15246984,14040564,12934209,8569013,14838195,10429906,2976405,6249448,0.0
